Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/asynch,208,0,3800.0,4444.8446538450435,606.8772999569774,14528.715200023726,565.4615384615385,3.562048870906364,0.0,3900,5000,6000,6600,8200,10000,12000,13000,15000,15000,15000
,Aggregated,208,0,3800.0,4444.8446538450435,606.8772999569774,14528.715200023726,565.4615384615385,3.562048870906364,0.0,3900,5000,6000,6600,8200,10000,12000,13000,15000,15000,15000
