Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/synch,1,0,35526.28019999247,35526.28019999247,35526.28019999247,35526.28019999247,1264.0,0.028146764578365017,0.0,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
,Aggregated,1,0,35526.28019999247,35526.28019999247,35526.28019999247,35526.28019999247,1264.0,0.028146764578365017,0.0,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
