Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/asynch,212,0,6800.0,8840.383022168611,614.5902998978272,28429.143799934536,565.4811320754717,3.6377702022074523,0.0,7000,9900,12000,14000,19000,23000,27000,28000,28000,28000,28000
,Aggregated,212,0,6800.0,8840.383022168611,614.5902998978272,28429.143799934536,565.4811320754717,3.6377702022074523,0.0,7000,9900,12000,14000,19000,23000,27000,28000,28000,28000,28000
