Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/synch,4,0,12000.0,12430.951900023501,10144.651300041005,14511.174599989317,1263.75,0.07328898555690011,0.0,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000
,Aggregated,4,0,12000.0,12430.951900023501,10144.651300041005,14511.174599989317,1263.75,0.07328898555690011,0.0,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000
