Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/asynch,207,9,6700.0,8904.512984058392,684.9064999260008,30034.83280004002,540.9661835748792,3.5581288943785063,0.15470125627732637,6700,9700,13000,14000,19000,28000,30000,30000,30000,30000,30000
,Aggregated,207,9,6700.0,8904.512984058392,684.9064999260008,30034.83280004002,540.9661835748792,3.5581288943785063,0.15470125627732637,6700,9700,13000,14000,19000,28000,30000,30000,30000,30000,30000
