Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/baseline,230,0,300.0,404.356662609169,81.35330001823604,2441.634999937378,99.86086956521739,4.123683111847659,0.0,300,390,460,520,780,1000,1500,1600,2400,2400,2400
,Aggregated,230,0,300.0,404.356662609169,81.35330001823604,2441.634999937378,99.86086956521739,4.123683111847659,0.0,300,390,460,520,780,1000,1500,1600,2400,2400,2400
