Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/synch,2,0,40361.069299979135,40396.87844994478,40361.069299979135,40432.68759991042,1263.5,0.04946365133856287,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
,Aggregated,2,0,40361.069299979135,40396.87844994478,40361.069299979135,40432.68759991042,1263.5,0.04946365133856287,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
