Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/synch,29,1,8000.0,7589.698393102574,3982.5646999524906,11133.152200025506,1224.1724137931035,0.5030387124306933,0.01734616249761011,8000,8400,8500,8700,9400,10000,11000,11000,11000,11000,11000
,Aggregated,29,1,8000.0,7589.698393102574,3982.5646999524906,11133.152200025506,1224.1724137931035,0.5030387124306933,0.01734616249761011,8000,8400,8500,8700,9400,10000,11000,11000,11000,11000,11000
