Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/baseline,1288,11,120.0,146.14057103920328,4.095599986612797,1898.4974999912083,98.3307453416149,21.62279220578236,0.18466670362081208,120,150,180,200,260,380,570,730,950,1900,1900
,Aggregated,1288,11,120.0,146.14057103920328,4.095599986612797,1898.4974999912083,98.3307453416149,21.62279220578236,0.18466670362081208,120,150,180,200,260,380,570,730,950,1900,1900
