Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/baseline,669,3,100.0,118.01162840062766,2.718200092203915,1023.776900023222,98.67862481315396,11.405351081752666,0.05114507211548281,100,130,150,160,200,250,340,690,1000,1000,1000
,Aggregated,669,3,100.0,118.01162840062766,2.718200092203915,1023.776900023222,98.67862481315396,11.405351081752666,0.05114507211548281,100,130,150,160,200,250,340,690,1000,1000,1000
