Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/synch,113,89,17000.0,21204.368083186622,709.2463999288157,36737.71269991994,269.2920353982301,1.9388709806346223,1.5270753741281538,17000,29000,34000,36000,36000,36000,37000,37000,37000,37000,37000
,Aggregated,113,89,17000.0,21204.368083186622,709.2463999288157,36737.71269991994,269.2920353982301,1.9388709806346223,1.5270753741281538,17000,29000,34000,36000,36000,36000,37000,37000,37000,37000,37000
