Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/asynch,313,94,4700.0,5828.700333229674,106.7547999555245,15305.887099937536,395.27156549520765,5.364054264316147,1.6109300346508557,4700,7000,8300,9800,12000,13000,15000,15000,15000,15000,15000
,Aggregated,313,94,4700.0,5828.700333229674,106.7547999555245,15305.887099937536,395.27156549520765,5.364054264316147,1.6109300346508557,4700,7000,8300,9800,12000,13000,15000,15000,15000,15000,15000
