Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/synch,19,0,1300.0,1403.8082263003544,989.5769999129698,2792.0569999841973,1267.8947368421052,0.3278976474565527,0.0,1300,1400,1400,1500,2200,2800,2800,2800,2800,2800,2800
,Aggregated,19,0,1300.0,1403.8082263003544,989.5769999129698,2792.0569999841973,1267.8947368421052,0.3278976474565527,0.0,1300,1400,1400,1500,2200,2800,2800,2800,2800,2800,2800
