Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/baseline,142,0,140.0,157.67970281771161,50.83059996832162,774.9141999520361,99.54225352112677,2.472921976813555,0.0,140,160,190,190,250,280,420,660,770,770,770
,Aggregated,142,0,140.0,157.67970281771161,50.83059996832162,774.9141999520361,99.54225352112677,2.472921976813555,0.0,140,160,190,190,250,280,420,660,770,770,770
