Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/asynch,198,0,840.0,906.7208323242011,223.94529997836798,2659.7008000826463,565.0505050505051,3.359195482430156,0.0,850,970,1000,1100,1300,1700,2000,2500,2700,2700,2700
,Aggregated,198,0,840.0,906.7208323242011,223.94529997836798,2659.7008000826463,565.0505050505051,3.359195482430156,0.0,850,970,1000,1100,1300,1700,2000,2500,2700,2700,2700
