Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/synch,3,0,14000.0,13367.374733362036,12030.251200078055,14170.409200014547,1264.0,0.06765815366678087,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
,Aggregated,3,0,14000.0,13367.374733362036,12030.251200078055,14170.409200014547,1264.0,0.06765815366678087,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
