Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/baseline,1386,0,10,14.017782534636256,8.578021000175795,124.06314400004703,96.43362193362194,23.47128529521109,0.0,10,12,14,16,20,29,53,71,120,120,120
,Aggregated,1386,0,10,14.017782534636256,8.578021000175795,124.06314400004703,96.43362193362194,23.47128529521109,0.0,10,12,14,16,20,29,53,71,120,120,120
