Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/asynch,436,4,51,345.7476771307467,16.837398999996367,30048.617221999848,539.7683486238532,7.387766737344767,0.06777767648940153,52,65,84,98,150,200,320,410,30000,30000,30000
GET,/result/[task_id],1301,0,8,1347.4202325042404,2.058596000097168,10005.83772400023,144.6902382782475,22.044689278177845,0.0,8,17,35,55,10000,10000,10000,10000,10000,10000,10000
POLL,tier2_completion,110,0,18000,15163.823587244207,2008.760929107666,28719.964027404785,1018.5636363636364,1.8638861034585419,0.0,18000,18000,18000,18000,28000,28000,28000,29000,29000,29000,29000
,Aggregated,1847,4,23,1933.8171653025897,2.058596000097168,30048.617221999848,289.9962100703844,31.296342118981155,0.06777767648940153,23,49,80,120,10000,10000,18000,28000,30000,30000,30000
