Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/asynch,28,0,18,19.18239392862883,14.022473999830254,31.16904699982115,549.5,0.47896131622824634,0.0,18,19,22,23,25,26,31,31,31,31,31
GET,/result/[task_id],20,0,5,7.347508899920285,3.7073729999974603,54.057067000030656,1112.95,0.3421152258773188,0.0,5,5,5,5,11,54,54,54,54,54,54
POLL,tier2_completion,20,0,2004.4353008270264,2008.2263827323914,2004.4353008270264,2055.427074432373,1112.95,0.3421152258773188,0.0,2000,2000,2000,2000,2000,2100,2100,2100,2100,2100,2100
,Aggregated,68,0,18,600.714483274233,3.7073729999974603,2055.427074432373,880.9411764705883,1.163191767982884,0.0,18,25,2000,2000,2000,2000,2000,2100,2100,2100,2100
