Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/asynch,151,0,20,26.881557337731387,13.633085999572359,125.48550799965597,545.6953642384105,2.575584437525421,0.0,20,28,32,36,47,54,59,100,130,130,130
GET,/result/[task_id],108,0,5,5.995411463042426,3.104405999692972,52.1066109995445,986.9074074074074,1.8421398626009633,0.0,5,5,6,6,9,10,19,29,52,52,52
POLL,tier2_completion,106,0,2003.6015510559082,2045.155999795446,2003.6015510559082,4010.5576515197754,1004.1132075471698,1.8080261614416864,0.0,2000,2000,2000,2000,2000,2000,2100,4000,4000,4000,4000
,Aggregated,365,0,20,606.8305632173236,3.104405999692972,4010.5576515197754,809.3753424657534,6.2257504615680705,0.0,20,46,2000,2000,2000,2000,2000,2000,4000,4000,4000
