Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/baseline,33,0,10,11.109557424244045,9.12156899994443,17.006842999990113,96.45454545454545,0.5631997089584837,0.0,10,11,12,13,14,16,17,17,17,17,17
,Aggregated,33,0,10,11.109557424244045,9.12156899994443,17.006842999990113,96.45454545454545,0.5631997089584837,0.0,10,11,12,13,14,16,17,17,17,17,17
