Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/synch,164,0,1200,1686.8284940975757,14.695232999656582,6990.216025999871,1078.530487804878,2.7827535283680143,0.0,1200,2200,2700,2900,3900,4600,4800,6200,7000,7000,7000
,Aggregated,164,0,1200,1686.8284940975757,14.695232999656582,6990.216025999871,1078.530487804878,2.7827535283680143,0.0,1200,2200,2700,2900,3900,4600,4800,6200,7000,7000,7000
